Select,+,Result #,X,1,2,3,4,5,Document ID,Date Published,Family ID,Pages,Title,CPCI,CPCA,Inventor,Assignee,Application Number,Filing Date,Primary Examiner,Assistant Examiner,OR,XREF,Applicant Name,Notes,Notes/Tagged,Relevancy,C,Patent Number,Kind Code,Source,norm_number
checked,1,757,,,,,,,US 20190260794 A1,2019-08-22,65516440,25,CYBER SECURITY APPLIANCE FOR A CLOUD INFRASTRUCTURE,G06F16/2455;G06F18/23;G06F18/232;G06F21/36;G06F21/554;G06F21/556;G06F3/04842;G06F3/0486;G06F40/40;G06N20/00;G06N20/10;G06V30/10;H04L41/22;H04L43/045;H04L51/212;H04L51/42;H04L63/0209;H04L63/0428;H04L63/101;H04L63/14;H04L63/1416;H04L63/1425;H04L63/1433;H04L63/1441;H04L63/1483;H04L67/12,G06N20/20;H04L51/18;H04L51/224;H04L63/20,Woodford; Andrew et al.,Darktrace Limited,16/278982,2019-02-19,,,1/1,,Darktrace Limited,,,40.81884,,20190260794,A1,US-PGPUB,20190260794
checked,3,760,,,,,,,US 20190244521 A1,2019-08-08,67476857,33,INTELLIGENT ROAD INFRASTRUCTURE SYSTEM (IRIS): SYSTEMS AND METHODS,G08G1/096725;G08G1/0112;G08G1/0116;G08G1/0133;G08G1/0145;G08G1/04;G08G1/096741;G08G1/096775;G08G1/096783;G08G1/096811;G08G1/164;G08G1/166;G08G1/167;G08G1/22,,Ran; Bin et al.,,16/267836,2019-02-05,,,1/1,,CAVH LLC,,,13.977873,,20190244521,A1,US-PGPUB,20190244521
checked,,762,,,,,,,US 20210118294 A1,2021-04-22,67476857,33,INTELLIGENT ROAD INFRASTRUCTURE SYSTEM (IRIS): SYSTEMS AND METHODS,G08G1/096725;G08G1/0112;G08G1/0116;G08G1/0133;G08G1/0145;G08G1/04;G08G1/096741;G08G1/096775;G08G1/096783;G08G1/096811;G08G1/164;G08G1/166;G08G1/167;G08G1/22,,Ran; Bin et al.,,17/076585,2020-10-21,,,1/1,,CAVH LLC,,,13.977873,,20210118294,A1,US-PGPUB,20210118294
checked,1,764,,,,,,,US 20190222751 A1,2019-07-18,61905546,36,"IMAGING PLAN GENERATION DEVICE, IMAGING PLAN GENERATION METHOD, AND PROGRAM",H04N13/239;H04N7/185;G06T7/73;H04N7/183;B25J13/00;B25J9/026;E01D19/106;G05D1/0094;B25J13/08;G06T7/593;H04N23/695;B25J19/023;H04N23/64;B25J5/00,B25J5/007;G06T2207/10012;H04N2013/0081;G06T2207/30244,HORITA; Shuhei,FUJIFILM Corporation,16/366970,2019-03-27,,,1/1,,FUJIFILM Corporation,,,10.333878,,20190222751,A1,US-PGPUB,20190222751
checked,,769,,,,,,,US 20210031756 A1,2021-02-04,61872545,39,AUTONOMOUS VEHICLE AUTOMATIC PARKING,G06F8/65;A61B5/02028;A61B5/4064;A61B5/4094;A61B5/6893;A61B5/7282;B60K35/00;B60K35/80;B60K35/85;B60W10/04;B60W30/06;B60W30/09;B60W30/0956;B60W40/02;B60W40/08;B60W40/09;B60W50/02;B60W50/0205;B60W50/045;B60W50/082;B60W50/12;B60W50/14;B60W60/0053;B60W60/0059;B60W60/007;B62D15/0285;G01C21/3407;G05D1/0055;G05D1/0214;G05D1/0278;G05D1/248;G05D1/617;G06Q30/0206;G06Q30/0207;G06Q30/0217;G06Q40/08;G07C5/02;G07C5/0808;G08B25/10;G08G1/091;G08G1/0962;G08G1/14,B60W2040/0809;B60W2040/0818;B60W2050/0071;B60W2050/0073;B60W2050/0075;B60W2050/0215;B60W2050/046;B60W2050/143;B60W2420/403;B60W2540/043;B60W2540/22;B60W2540/221;B60W2540/26;B60W2556/45;B60W2756/10;B60W2900/00,Fields; Brian Mark et al.,,17/073823,2020-10-19,,,1/1,,State Farm Mutual Automobile Insurance Company,,,17.643177,,20210031756,A1,US-PGPUB,20210031756
checked,,770,,,,,,,US 20210041868 A1,2021-02-11,61872545,40,AUTONOMOUS VEHICLE ACCIDENT AND EMERGENCY RESPONSE,G06F8/65;A61B5/02028;A61B5/4064;A61B5/4094;A61B5/6893;A61B5/7282;B60K35/00;B60K35/80;B60K35/85;B60W10/04;B60W30/06;B60W30/09;B60W30/0956;B60W40/02;B60W40/08;B60W40/09;B60W50/02;B60W50/0205;B60W50/045;B60W50/082;B60W50/12;B60W50/14;B60W60/0053;B60W60/0059;B60W60/007;B62D15/0285;G01C21/3407;G05D1/0055;G05D1/0214;G05D1/0278;G05D1/248;G05D1/617;G06Q30/0206;G06Q30/0207;G06Q30/0217;G06Q40/08;G07C5/02;G07C5/0808;G08B25/10;G08G1/091;G08G1/0962;G08G1/14,B60W2040/0809;B60W2040/0818;B60W2050/0071;B60W2050/0073;B60W2050/0075;B60W2050/0215;B60W2050/046;B60W2050/143;B60W2420/403;B60W2540/043;B60W2540/22;B60W2540/221;B60W2540/26;B60W2556/45;B60W2756/10;B60W2900/00,Fields; Brian Mark et al.,,17/078659,2020-10-23,,,1/1,,State Farm Mutual Automobile Insurance Company,,,23.176216,,20210041868,A1,US-PGPUB,20210041868
checked,,772,,,,,,,US 20230053773 A1,2023-02-23,61872545,40,AUTONOMOUS VEHICLE AUTOMATIC PARKING,G06F8/65;A61B5/02028;A61B5/4064;A61B5/4094;A61B5/6893;A61B5/7282;B60K35/00;B60K35/80;B60K35/85;B60W10/04;B60W30/06;B60W30/09;B60W30/0956;B60W40/02;B60W40/08;B60W40/09;B60W50/02;B60W50/0205;B60W50/045;B60W50/082;B60W50/12;B60W50/14;B60W60/0053;B60W60/0059;B60W60/007;B62D15/0285;G01C21/3407;G05D1/0055;G05D1/0214;G05D1/0278;G05D1/248;G05D1/617;G06Q30/0206;G06Q30/0207;G06Q30/0217;G06Q40/08;G07C5/02;G07C5/0808;G08B25/10;G08G1/091;G08G1/0962;G08G1/14,B60W2040/0809;B60W2040/0818;B60W2050/0071;B60W2050/0073;B60W2050/0075;B60W2050/0215;B60W2050/046;B60W2050/143;B60W2420/403;B60W2540/043;B60W2540/22;B60W2540/221;B60W2540/26;B60W2556/45;B60W2756/10;B60W2900/00,Fields; Brian Mark et al.,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,17/975234,2022-10-27,,,1/1,,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,,,17.643177,,20230053773,A1,US-PGPUB,20230053773
checked,,774,,,,,,,US 20230251848 A1,2023-08-10,61872545,41,AUTONOMOUS VEHICLE ACCIDENT AND EMERGENCY RESPONSE,G06F8/65;A61B5/02028;A61B5/4064;A61B5/4094;A61B5/6893;A61B5/7282;B60K35/00;B60K35/80;B60K35/85;B60W10/04;B60W30/06;B60W30/09;B60W30/0956;B60W40/02;B60W40/08;B60W40/09;B60W50/02;B60W50/0205;B60W50/045;B60W50/082;B60W50/12;B60W50/14;B60W60/0053;B60W60/0059;B60W60/007;B62D15/0285;G01C21/3407;G05D1/0055;G05D1/0214;G05D1/0278;G05D1/248;G05D1/617;G06Q30/0206;G06Q30/0207;G06Q30/0217;G06Q40/08;G07C5/02;G07C5/0808;G08B25/10;G08G1/091;G08G1/0962;G08G1/14,B60W2040/0809;B60W2040/0818;B60W2050/0071;B60W2050/0073;B60W2050/0075;B60W2050/0215;B60W2050/046;B60W2050/143;B60W2420/403;B60W2540/043;B60W2540/22;B60W2540/221;B60W2540/26;B60W2556/45;B60W2756/10;B60W2900/00,Fields; Brian Mark et al.,State Farm Mutual Automobile Insurance Company,18/134365,2023-04-13,,,701/25,,State Farm Mutual Automobile Insurance Company,,,23.176216,,20230251848,A1,US-PGPUB,20230251848
checked,,776,,,,,,,US 20240362013 A1,2024-10-31,61872545,41,AUTONOMOUS VEHICLE ACCIDENT AND EMERGENCY RESPONSE,G06F8/65;A61B5/02028;A61B5/4064;A61B5/4094;A61B5/6893;A61B5/7282;B60K35/00;B60K35/80;B60K35/85;B60W10/04;B60W30/06;B60W30/09;B60W30/0956;B60W40/02;B60W40/08;B60W40/09;B60W50/02;B60W50/0205;B60W50/045;B60W50/082;B60W50/12;B60W50/14;B60W60/0053;B60W60/0059;B60W60/007;B62D15/0285;G01C21/3407;G05D1/0055;G05D1/0214;G05D1/0278;G05D1/248;G05D1/617;G06Q30/0206;G06Q30/0207;G06Q30/0217;G06Q40/08;G07C5/02;G07C5/0808;G08B25/10;G08G1/091;G08G1/0962;G08G1/14,B60W2040/0809;B60W2040/0818;B60W2050/0071;B60W2050/0073;B60W2050/0075;B60W2050/0215;B60W2050/046;B60W2050/143;B60W2420/403;B60W2540/043;B60W2540/22;B60W2540/221;B60W2540/26;B60W2556/45;B60W2756/10;B60W2900/00,Fields; Brian Mark et al.,,18/765905,2024-07-08,,,1/1,,State Farm Mutual Automobile Insurance Company,,,23.176216,,20240362013,A1,US-PGPUB,20240362013
checked,,778,,,,,,,US 20260133791 A1,2026-05-14,61872545,40,AUTONOMOUS VEHICLE AUTOMATIC PARKING,G06F8/65;A61B5/02028;A61B5/4064;A61B5/4094;A61B5/6893;A61B5/7282;B60K35/00;B60K35/80;B60K35/85;B60W10/04;B60W30/06;B60W30/09;B60W30/0956;B60W40/02;B60W40/08;B60W40/09;B60W50/02;B60W50/0205;B60W50/045;B60W50/082;B60W50/12;B60W50/14;B60W60/0053;B60W60/0059;B60W60/007;B62D15/0285;G01C21/3407;G05D1/0055;G05D1/0214;G05D1/0278;G05D1/248;G05D1/617;G06Q30/0206;G06Q30/0207;G06Q30/0217;G06Q40/08;G07C5/02;G07C5/0808;G08B25/10;G08G1/091;G08G1/0962;G08G1/14,B60W2040/0809;B60W2040/0818;B60W2050/0071;B60W2050/0073;B60W2050/0075;B60W2050/0215;B60W2050/046;B60W2050/143;B60W2420/403;B60W2540/043;B60W2540/22;B60W2540/221;B60W2540/26;B60W2556/45;B60W2756/10;B60W2900/00,Fields; Brian Mark et al.,,19/434886,2025-12-29,,,1/1,,State Farm Mutual Automobile Insurance Company,,,17.643177,,20260133791,A1,US-PGPUB,20260133791
checked,1,779,,,,,,,US 20190205340 A1,2019-07-04,67058903,22,VOICE TAGGING OF VIDEO WHILE RECORDING,G06F3/167;G06N20/00;G06F16/7867;G02B27/0179;G10L15/22;G02B27/017,G02B2027/0138;G10L2015/223;G02B2027/014,Jhawar; Sanjay Subir et al.,,16/230650,2018-12-21,,,1/1,,"RealWear, Inc.",,,30.35094,,20190205340,A1,US-PGPUB,20190205340
checked,1,781,,,,,,,US 20190205241 A1,2019-07-04,67058930,8,METHOD AND SYSTEM FOR AUTOMATED BUILDING OF SPECIALIZED OPERATING SYSTEMS AND VIRTUAL MACHINE IMAGES BASED ON REINFORCEMENT LEARNING,G06F11/3447;G06F11/3612;G06F8/63;G06F9/45541;G06N20/00;G06N3/092,G06N3/006;G06N3/08,Huici; Felipe et al.,,15/860681,2018-01-03,,,1/1,,NEC Laboratories Europe GmbH,,,34.26421,,20190205241,A1,US-PGPUB,20190205241
checked,1,783,,,,,,,US 20190196432 A1,2019-06-27,64051299,16,MODULAR ROOM CONTROL INTERFACE AND SENSORS,G05B15/02;G05B19/0428;H04L12/2816;H05B47/1965,H05B47/115;H05B47/19;Y02B20/40,Morley; Michael et al.,Schneider Electric Buildings LLC,15/852233,2017-12-22,,,1/1,,Schneider Electric Buildings LLC,,,11.579561,,20190196432,A1,US-PGPUB,20190196432
checked,,785,,,,,,,US 20190171983 A1,2019-06-06,66658084,20,SYSTEMS AND METHODS FOR GENERATING AND UTILIZING CUSTOMIZED DYNAMIC MODELS IN AN AUTOMATED PLATFORM FOR CONTROLLING HAZARDOUS CONDITIONS AND SITE WORKFLOWS,G06Q10/06311;G06Q10/0633;C02F1/00;C02F1/008,C02F2209/008;C02F2209/006;C02F2103/023;C02F2303/04,D'Amelia; Philip Thomas,,16/209696,2018-12-04,,,1/1,,"VITRALOGY IP, LLC",,,10.992545,,20190171983,A1,US-PGPUB,20190171983
checked,,786,,,,,,,US 20190171950 A1,2019-06-06,66659342,18,"METHOD AND SYSTEM FOR AUTO LEARNING, ARTIFICIAL INTELLIGENCE (AI) APPLICATIONS DEVELOPMENT, OPERATIONALIZATION AND EXECUTION",G06N5/04;G06Q10/067,G06N20/00,Srivastava; Kumar,,16/271873,2019-02-10,,,1/1,,Srivastava; Kumar,,,20.499674,,20190171950,A1,US-PGPUB,20190171950
checked,,787,,,,,,,US 20190160677 A1,2019-05-30,56194476,9,Method Of Building A Geometric Representation Over A Working Space Of A Robot,B25J9/163;B25J9/1666;B25J9/1697;G06F16/9027;B25J9/1676;B25J19/023,G05B2219/40323;G05B2219/40437,STRANDBERG; Morten,,16/312684,2016-06-21,,,1/1,,ABB Schweiz AG,,,21.230356,,20190160677,A1,US-PGPUB,20190160677
checked,7,788,,,,,,,US 20190160482 A1,2019-05-30,65701519,13,System for Spraying a Wall Surface of a Building and Method therefor,B05B13/0431;B25J11/0075;B05B12/004;B05B13/005;B05B13/041;B05B15/70;B25J5/02;B25J11/0085;B25J19/021;B62D57/024;B66F11/042,B05B12/00;B05B15/68,Lim; Hui Eng,,16/177326,2018-10-31,,,1/1,,Elid Technology International Pte Ltd,,,15.377983,,20190160482,A1,US-PGPUB,20190160482
checked,,790,,,,,,,US 20210394220 A1,2021-12-23,65701519,13,System For Spraying A Wall Surface Of A Building And Method Therefor,B05B13/0431;B25J11/0075;B05B12/004;B05B13/005;B05B13/041;B05B15/70;B25J5/02;B25J11/0085;B25J19/021;B62D57/024;B66F11/042,B05B12/00;B05B15/68,LIM; Hui Eng,,17/467303,2021-09-06,,,1/1,,Elid Technology International Pte Ltd,,,15.638645,,20210394220,A1,US-PGPUB,20210394220
checked,,791,,,,,,,US 20210394219 A1,2021-12-23,65701519,13,System For Spraying A Wall Surface Of A Building And Method Therefor,B05B13/0431;B25J11/0075;B05B12/004;B05B13/005;B05B13/041;B05B15/70;B25J5/02;B25J11/0085;B25J19/021;B62D57/024;B66F11/042,B05B12/00;B05B15/68,LIM; Hui Eng,,17/467301,2021-09-06,,,1/1,,Elid Technology International Pte Ltd,,,16.055267,,20210394219,A1,US-PGPUB,20210394219
checked,,792,,,,,,,US 20220062936 A1,2022-03-03,65701519,13,System For Spraying A Wall Surface Of A Building And Method Therefor,B05B13/0431;B25J11/0075;B05B12/004;B05B13/005;B05B13/041;B05B15/70;B25J5/02;B25J11/0085;B25J19/021;B62D57/024;B66F11/042,B05B12/00;B05B15/68,LIM; Hui Eng,,17/467304,2021-09-06,,,1/1,,Elid Technology International Pte Ltd,,,15.638645,,20220062936,A1,US-PGPUB,20220062936
checked,3,796,,,,,,,US 20190160675 A1,2019-05-30,66633943,33,DYNAMIC NAVIGATION OF AUTONOMOUS VEHICLE WITH SAFETY INFRASTRUCTURE,B25J9/1666;G05D1/633;G05D1/024;G05D1/0274;G05D1/242;G05D1/246;G05D1/247;G05D1/617;G05D1/637;G05D1/81;G08G1/00,G05D2105/28;G05D2107/70;G05D2109/10,Paschall II; Stephen Charles et al.,,15/823069,2017-11-27,,,1/1,,"Amazon Technologies, Inc.",,,22.724146,,20190160675,A1,US-PGPUB,20190160675
checked,,798,,,,,,,US 20210260764 A1,2021-08-26,66633943,33,DYNAMIC NAVIGATION OF AUTONOMOUS VEHICLE WITH SAFETY INFRASTRUCTURE,B25J9/1666;G05D1/633;G05D1/024;G05D1/0274;G05D1/242;G05D1/246;G05D1/247;G05D1/617;G05D1/637;G05D1/81;G08G1/00,G05D2105/28;G05D2107/70;G05D2109/10,"Paschall, II; Stephen Charles et al.",,17/316953,2021-05-11,,,1/1,,"Amazon Technologies, Inc.",,,22.724146,,20210260764,A1,US-PGPUB,20210260764
checked,3,800,,,,,,,US 20190156531 A1,2019-05-23,54252543,22,SERVER-BASED MANAGEMENT OF ROBOTIC PIPE INSPECTION DATA AND ANALYSIS REPORTS,B23K9/1274;F16L55/32;G01B11/24;G01N21/954;G06Q10/06;G06Q10/10;G06Q30/0611;G06T11/26;G06T3/067;G06T7/0004,B23K9/0956;G01N2021/9544;G01N2021/9548;G06Q10/30;G06T2207/10028;H04N7/183;Y02W90/00,VALLAPUZHA; SUBRAMANIAN et al.,"Redzone Robotics, Inc.",16/249424,2019-01-16,,,1/1,,"RedZone Robotics, Inc.",,,16.643019,,20190156531,A1,US-PGPUB,20190156531
checked,,802,,,,,,,US 20200402279 A1,2020-12-24,54252543,17,MANAGING INFRASTRUCTURE DATA,B23K9/1274;F16L55/32;G01B11/24;G01N21/954;G06Q10/06;G06Q10/10;G06Q30/0611;G06T11/26;G06T3/067;G06T7/0004,B23K9/0956;G01N2021/9544;G01N2021/9548;G06Q10/30;G06T2207/10028;H04N7/183;Y02W90/00,Vallapuzha; Subramanian et al.,"RedZone Robotics, Inc.",16/999858,2020-08-21,,,1/1,,"Vallapuzha; Subramanian,Close; Eric C.",,,19.377064,,20200402279,A1,US-PGPUB,20200402279
checked,1,804,,,,,,,US 20190126510 A1,2019-05-02,60042742,16,Eccentric Buildup Detection in Concrete Drums,B28C5/422;G01M1/16;B28C7/026,,Roberts; Mark F. et al.,,16/093641,2017-04-11,,,1/1,,VERIFI LLC,,,16.727173,,20190126510,A1,US-PGPUB,20190126510
checked,1,806,,,,,,,US 20190129433 A1,2019-05-02,60222368,12,A PATH PLANNING METHOD OF INTELLIGENT ROBOT,G05D1/0088;G05D1/0219;G05D1/0238;G05D1/0274;G06V20/10,G06F2218/00,XIAO; Gangjun et al.,AMICRO SEMICONDUCTOR CORPORATION,16/094471,2017-04-07,,,1/1,,AMICRO SEMICONDUCTOR CORPORATION,,,17.532795,,20190129433,A1,US-PGPUB,20190129433
checked,1,808,,,,,,,US 20190128711 A1,2019-05-02,66242836,28,CONTINUOUS UNMANNED AIRBORNE AND UNDERWATER MONITORING PLATFORM,B63G8/001;B64U10/60;B64U70/93;G01D21/02;H04W4/38;H04W4/40,B63G2008/004;B63G2008/008;B64U2101/31;B64U2201/10;B64U2201/202;G01S15/88,CONNOR; Michael Joseph et al.,,16/179701,2018-11-02,,,1/1,,"ThayerMahan, Inc.",,,28.73973,,20190128711,A1,US-PGPUB,20190128711
checked,1,810,,,,,,,US 20190118390 A1,2019-04-25,66170440,12,Mobile Robot for Locomotion Through a 3-D Periodic Lattice Environment,B25J9/102;B62D57/024;B25J9/0009;B25J18/00;B25J13/006;B25J9/02;B25J11/008;B25J5/00;B25J15/0028;B25J15/0206;B25J11/00,B25J15/0213,Jenett; Benjamin et al.,,16/144144,2018-09-27,,,1/1,,Massachusetts Institute of Technology,,,21.921467,,20190118390,A1,US-PGPUB,20190118390
checked,1,812,,,,,,,US 20190112046 A1,2019-04-18,66096321,17,RAIL VEHICLE AND ON-BOARD SAFETY DRONE,B61B13/10;B61K13/00;B61L15/0081;B61L23/04;G08B25/016;G08B7/066,B64U10/13;B64U2101/30;B64U2201/10;B64U80/86;Y02T30/00,Lery; Benoît et al.,,15/936663,2018-03-27,,,1/1,,Bombardier Transportation GmbH,,,24.758732,,20190112046,A1,US-PGPUB,20190112046
checked,1,814,,,,,,,US 20190108374 A1,2019-04-11,65993362,5,SEE ID SYSTEM,G06K7/10376;G01S17/931;G01S17/86;G01S1/00,H04W4/02;H04W4/80;H04W4/44,RENY; WILLIAM T.,,16/157923,2018-10-11,,,1/1,,RENY; WILLIAM T.,,,11.429896,,20190108374,A1,US-PGPUB,20190108374
checked,5,816,,,,,,,US 20190096238 A1,2019-03-28,65807753,32,INTELLIGENT ROAD INFRASTRUCTURE SYSTEM (IRIS): SYSTEMS AND METHODS,G08G1/164;G08G1/0116;G08G1/096725;G08G1/0968;G08G1/0145;G08G1/166;G08G1/012;G08G1/167,,Ran; Bin et al.,,16/135916,2018-09-19,,,1/1,,CAVH LLC,,,13.931456,,20190096238,A1,US-PGPUB,20190096238
checked,,817,,,,,,,US 20200168081 A1,2020-05-28,65807753,32,INTELLIGENT ROAD INFRASTRUCTURE SYSTEM (IRIS): SYSTEMS AND METHODS,G08G1/167;G08G1/012;G08G1/096725;G08G1/0145;G08G1/0116;G08G1/0968;G08G1/164;G08G1/166,,Ran; Bin et al.,,16/776846,2020-01-30,,,1/1,,CAVH LLC,,,13.931456,,20200168081,A1,US-PGPUB,20200168081
checked,,820,,,,,,,US 20220343755 A1,2022-10-27,65807753,32,Intelligent Road Side Unit (RSU) Network for Automated Driving,G08G1/0116;G08G1/0968;G08G1/096725;G08G1/0145;G08G1/166;G08G1/164;G08G1/167;G08G1/012,,Ran; Bin et al.,,17/741903,2022-05-11,,,1/1,,CAVH LLC,,,12.998854,,20220343755,A1,US-PGPUB,20220343755
checked,4,822,,,,,,,US 20190096232 A1,2019-03-28,65807894,15,AUGMENTED REALITY OF A  BUILDING,H04N7/185;G08B17/00;G08B27/001;H04N7/181,G08B13/1965,Wedig; Kurt Joseph et al.,,16/019366,2018-06-26,,,1/1,,"ONEEVENT TECHNOLOGIES, INC.",,,20.188698,,20190096232,A1,US-PGPUB,20190096232
checked,,824,,,,,,,US 20230109790 A1,2023-04-13,65807894,16,AUGMENTED REALITY OF A BUILDING,H04N7/185;G08B17/00;G08B27/001;H04N7/181,G08B13/1965,Wedig; Kurt Joseph et al.,,17/970128,2022-10-20,,,345/633,,"ONEEVENT TECHNOLOGIES, INC.",,,20.188698,,20230109790,A1,US-PGPUB,20230109790
checked,,826,,,,,,,US 20240185705 A1,2024-06-06,65807894,15,AUGMENTED REALITY OF A  BUILDING,H04N7/181;G08B17/00;H04N7/185;G08B27/001,G08B13/1965,Wedig; Kurt Joseph et al.,,18/533895,2023-12-08,,,1/1,,"ONEEVENT TECHNOLOGIES, INC.",,,20.188698,,20240185705,A1,US-PGPUB,20240185705
checked,11,827,,,,,,,US 20190088148 A1,2019-03-21,65720636,20,AUTONOMOUS TRANSPORTATION SYSTEM AND METHODS,B60W10/04;B60W10/18;B60W10/20;B60W30/09;G01C21/20;G05D1/247;G05D1/249;G05D1/646;G05D1/81;G08G1/005;G08G1/096716;G08G1/096725;G08G1/096783;G08G1/096791;G08G1/163;G08G1/166;G08G9/02;H04L67/125;H04W4/02;H04W4/026;H04W4/027;H04W4/38;H04W4/44;H04W4/46,B60W2420/403;B60W2420/408;B60W2710/18;B60W2710/20;H04W4/40,Jacobus; Charles J. et al.,,16/180739,2018-11-05,,,1/1,,Cybernet Systems Corp.,,,24.530325,,20190088148,A1,US-PGPUB,20190088148
checked,,829,,,,,,,US 20210082297 A1,2021-03-18,65720636,20,AUTONOMOUS TRANSPORTATION SYSTEM AND METHODS,B60W10/04;B60W10/18;B60W10/20;B60W30/09;G01C21/20;G05D1/247;G05D1/249;G05D1/646;G05D1/81;G08G1/005;G08G1/096716;G08G1/096725;G08G1/096783;G08G1/096791;G08G1/163;G08G1/166;G08G9/02;H04L67/125;H04W4/02;H04W4/026;H04W4/027;H04W4/38;H04W4/44;H04W4/46,B60W2420/403;B60W2420/408;B60W2710/18;B60W2710/20;H04W4/40,Jacobus; Charles J. et al.,Cybernet Systems Corp.,17/105066,2020-11-25,,,1/1,,Cybernet Systems Corp.,,,24.530325,,20210082297,A1,US-PGPUB,20210082297
checked,,830,,,,,,,US 20210082296 A1,2021-03-18,65720636,20,AUTONOMOUS TRANSPORTATION SYSTEM AND METHODS,B60W10/04;B60W10/18;B60W10/20;B60W30/09;G01C21/20;G05D1/247;G05D1/249;G05D1/646;G05D1/81;G08G1/005;G08G1/096716;G08G1/096725;G08G1/096783;G08G1/096791;G08G1/163;G08G1/166;G08G9/02;H04L67/125;H04W4/02;H04W4/026;H04W4/027;H04W4/38;H04W4/44;H04W4/46,B60W2420/403;B60W2420/408;B60W2710/18;B60W2710/20;H04W4/40,Jacobus; Charles J. et al.,Cybernet Systems Corp.,17/104982,2020-11-25,,,1/1,,Cybernet Systems Corp.,,,24.530325,,20210082296,A1,US-PGPUB,20210082296
checked,,831,,,,,,,US 20210104165 A1,2021-04-08,65720636,20,AUTONOMOUS TRANSPORTATION SYSTEM AND METHODS,B60W10/04;B60W10/18;B60W10/20;B60W30/09;G01C21/20;G05D1/247;G05D1/249;G05D1/646;G05D1/81;G08G1/005;G08G1/096716;G08G1/096725;G08G1/096783;G08G1/096791;G08G1/163;G08G1/166;G08G9/02;H04L67/125;H04W4/02;H04W4/026;H04W4/027;H04W4/38;H04W4/44;H04W4/46,B60W2420/403;B60W2420/408;B60W2710/18;B60W2710/20;H04W4/40,Jacobus; Charles J. et al.,Cybernet Systems Corp.,17/105004,2020-11-25,,,1/1,,Cybernet Systems Corp.,,,24.530325,,20210104165,A1,US-PGPUB,20210104165
checked,,832,,,,,,,US 20210110726 A1,2021-04-15,65720636,20,AUTONOMOUS TRANSPORTATION SYSTEM AND METHODS,B60W10/04;B60W10/18;B60W10/20;B60W30/09;G01C21/20;G05D1/247;G05D1/249;G05D1/646;G05D1/81;G08G1/005;G08G1/096716;G08G1/096725;G08G1/096783;G08G1/096791;G08G1/163;G08G1/166;G08G9/02;H04L67/125;H04W4/02;H04W4/026;H04W4/027;H04W4/38;H04W4/44;H04W4/46,B60W2420/403;B60W2420/408;B60W2710/18;B60W2710/20;H04W4/40,Jacobus; Charles J. et al.,Cybernet Systems Corp.,17/105049,2020-11-25,,,1/1,,Cybernet Systems Corp.,,,24.530325,,20210110726,A1,US-PGPUB,20210110726
checked,,833,,,,,,,US 20210248915 A1,2021-08-12,65720636,21,AUTONOMOUS TRANSPORTATION SYSTEM AND METHODS,B60W10/04;B60W10/18;B60W10/20;B60W30/09;G01C21/20;G05D1/247;G05D1/249;G05D1/646;G05D1/81;G08G1/005;G08G1/096716;G08G1/096725;G08G1/096783;G08G1/096791;G08G1/163;G08G1/166;G08G9/02;H04L67/125;H04W4/02;H04W4/026;H04W4/027;H04W4/38;H04W4/44;H04W4/46,B60W2420/403;B60W2420/408;B60W2710/18;B60W2710/20;H04W4/40,Jacobus; Charles J. et al.,Cybernet Systems Corp.,17/105026,2020-11-25,,,1/1,,Cybernet Systems Corp.,,,24.530325,,20210248915,A1,US-PGPUB,20210248915
checked,,838,,,,,,,US 20260120583 A1,2026-04-30,65720636,21,AUTONOMOUS TRANSPORTATION SYSTEM AND METHODS,G08G1/005;G08G9/02;B60W10/04;B60W10/18;B60W10/20;B60W30/09;G01C21/20;G05D1/247;G05D1/249;G05D1/646;G05D1/81;G08G1/096716;G08G1/096725;G08G1/096783;G08G1/096791;G08G1/163;G08G1/166;H04L67/125;H04W4/02;H04W4/026;H04W4/027;H04W4/38;H04W4/44;H04W4/46,B60W2420/403;B60W2420/408;B60W2710/18;B60W2710/20;H04W4/40,Jacobus; Charles J. et al.,,19/428507,2025-12-22,,,1/1,,Cybernet Systems Corp.,,,24.530325,,20260120583,A1,US-PGPUB,20260120583
checked,1,840,,,,,,,US 20190061705 A1,2019-02-28,65436600,17,AUTOMATED CAR WASH CONVEYOR SYSTEM AND METHODS THERETO,B60S3/04;G05D7/0623;B60S3/004;B60S3/06,,Blackstock; Scott S.,,16/116339,2018-08-29,,,1/1,,Limin' Innovations LLC,,,18.64794,,20190061705,A1,US-PGPUB,20190061705
checked,5,842,,,,,,,US 20190050942 A1,2019-02-14,65274223,66,SYSTEMS AND METHODS FOR DYNAMIC REAL-TIME ANALYSIS FROM MULTI-MODAL DATA FUSION FOR CONTEXTUAL RISK IDENTIFICATION,G06N3/02;G06N3/045;G06N3/0464;G06N3/0475;G06N3/084;G06N3/09;G06N3/091;G06N3/094;G06N5/025;G06Q40/08;G06Q50/163;G06T7/75;G06V20/20,G06F18/256;G06V10/768;H04W84/18,Dalal; Siddhartha et al.,"American International Group, Inc.",15/852472,2017-12-22,,,1/1,,"American International Group, Inc.",,,37.11103,,20190050942,A1,US-PGPUB,20190050942
